,Story,Question,Answer
4632,Daniel moved to the hallway . Daniel picked up the milk there . John went back to the office . Sandra travelled to the hallway . Mary went to the office . John moved to the hallway .,Is John in the hallway ?,yes
4633,Daniel moved to the hallway . Daniel picked up the milk there . John went back to the office . Sandra travelled to the hallway . Mary went to the office . John moved to the hallway . Sandra went back to the garden . Sandra moved to the hallway .,Is Sandra in the kitchen ?,no
4634,Daniel moved to the hallway . Daniel picked up the milk there . John went back to the office . Sandra travelled to the hallway . Mary went to the office . John moved to the hallway . Sandra went back to the garden . Sandra moved to the hallway . Mary travelled to the hallway . Sandra went to the garden .,Is Sandra in the garden ?,yes
4635,Sandra went to the office . John took the football there .,Is Sandra in the bedroom ?,no
4636,Sandra went to the office . John took the football there . John discarded the football . Mary moved to the bathroom .,Is Mary in the bathroom ?,yes
4637,Sandra went to the office . John took the football there . John discarded the football . Mary moved to the bathroom . John grabbed the football there . Daniel moved to the garden .,Is Daniel in the garden ?,yes
4638,Sandra went to the office . John took the football there . John discarded the football . Mary moved to the bathroom . John grabbed the football there . Daniel moved to the garden . John left the football . Sandra travelled to the garden .,Is Sandra in the garden ?,yes
4639,Sandra went to the office . John took the football there . John discarded the football . Mary moved to the bathroom . John grabbed the football there . Daniel moved to the garden . John left the football . Sandra travelled to the garden . John took the football there . Daniel picked up the milk there .,Is Sandra in the bathroom ?,no
4640,Mary went back to the bedroom . Sandra picked up the milk there .,Is Mary in the bedroom ?,yes
4641,Mary went back to the bedroom . Sandra picked up the milk there . Sandra journeyed to the office . Mary journeyed to the bathroom .,Is Mary in the garden ?,no
4642,Mary went back to the bedroom . Sandra picked up the milk there . Sandra journeyed to the office . Mary journeyed to the bathroom . Mary journeyed to the office . Sandra went to the hallway .,Is Sandra in the office ?,no
4643,Mary went back to the bedroom . Sandra picked up the milk there . Sandra journeyed to the office . Mary journeyed to the bathroom . Mary journeyed to the office . Sandra went to the hallway . Daniel journeyed to the office . Mary went to the hallway .,Is Mary in the hallway ?,yes
4644,Mary went back to the bedroom . Sandra picked up the milk there . Sandra journeyed to the office . Mary journeyed to the bathroom . Mary journeyed to the office . Sandra went to the hallway . Daniel journeyed to the office . Mary went to the hallway . Mary went to the kitchen . John moved to the hallway .,Is Mary in the kitchen ?,yes
4645,Sandra moved to the bathroom . Sandra got the milk there .,Is Sandra in the garden ?,no
4646,Sandra moved to the bathroom . Sandra got the milk there . Daniel grabbed the apple there . Daniel went back to the hallway .,Is Sandra in the bathroom ?,yes
4647,Sandra moved to the bathroom . Sandra got the milk there . Daniel grabbed the apple there . Daniel went back to the hallway . Sandra went back to the office . Sandra left the milk .,Is Daniel in the garden ?,no
4648,Sandra moved to the bathroom . Sandra got the milk there . Daniel grabbed the apple there . Daniel went back to the hallway . Sandra went back to the office . Sandra left the milk . Mary took the milk there . Mary journeyed to the hallway .,Is Sandra in the office ?,yes
4649,Sandra moved to the bathroom . Sandra got the milk there . Daniel grabbed the apple there . Daniel went back to the hallway . Sandra went back to the office . Sandra left the milk . Mary took the milk there . Mary journeyed to the hallway . Daniel left the apple . Daniel moved to the kitchen .,Is Daniel in the kitchen ?,yes
4650,Daniel got the football there . John travelled to the kitchen .,Is John in the bathroom ?,no
4651,Daniel got the football there . John travelled to the kitchen . Daniel discarded the football . Mary grabbed the milk there .,Is John in the kitchen ?,yes
4652,Daniel got the football there . John travelled to the kitchen . Daniel discarded the football . Mary grabbed the milk there . Daniel grabbed the football there . Daniel left the football .,Is John in the kitchen ?,yes
4653,Daniel got the football there . John travelled to the kitchen . Daniel discarded the football . Mary grabbed the milk there . Daniel grabbed the football there . Daniel left the football . Daniel picked up the football there . John went to the bathroom .,Is John in the bathroom ?,yes
4654,Daniel got the football there . John travelled to the kitchen . Daniel discarded the football . Mary grabbed the milk there . Daniel grabbed the football there . Daniel left the football . Daniel picked up the football there . John went to the bathroom . Mary dropped the milk . Daniel journeyed to the hallway .,Is John in the bathroom ?,yes
4655,John got the milk there . Mary journeyed to the office .,Is Mary in the garden ?,no
4656,John got the milk there . Mary journeyed to the office . Sandra went back to the hallway . Daniel moved to the kitchen .,Is Daniel in the office ?,no
4657,John got the milk there . Mary journeyed to the office . Sandra went back to the hallway . Daniel moved to the kitchen . Sandra journeyed to the bathroom . Mary took the apple there .,Is Mary in the bedroom ?,no
4658,John got the milk there . Mary journeyed to the office . Sandra went back to the hallway . Daniel moved to the kitchen . Sandra journeyed to the bathroom . Mary took the apple there . John went back to the office . John moved to the garden .,Is Sandra in the hallway ?,no
4659,John got the milk there . Mary journeyed to the office . Sandra went back to the hallway . Daniel moved to the kitchen . Sandra journeyed to the bathroom . Mary took the apple there . John went back to the office . John moved to the garden . John got the football there . Daniel went to the bedroom .,Is Daniel in the bedroom ?,yes
4660,Sandra went back to the hallway . Sandra travelled to the kitchen .,Is Sandra in the bedroom ?,no
4661,Sandra went back to the hallway . Sandra travelled to the kitchen . Mary went to the office . John travelled to the bedroom .,Is Mary in the office ?,yes
4662,Sandra went back to the hallway . Sandra travelled to the kitchen . Mary went to the office . John travelled to the bedroom . Sandra went to the office . Sandra got the milk there .,Is Sandra in the office ?,yes
4663,Sandra went back to the hallway . Sandra travelled to the kitchen . Mary went to the office . John travelled to the bedroom . Sandra went to the office . Sandra got the milk there . Sandra got the football there . Sandra moved to the hallway .,Is John in the office ?,no
4664,Sandra went back to the hallway . Sandra travelled to the kitchen . Mary went to the office . John travelled to the bedroom . Sandra went to the office . Sandra got the milk there . Sandra got the football there . Sandra moved to the hallway . John got the apple there . John discarded the apple .,Is Sandra in the garden ?,no
4665,John grabbed the football there . Mary moved to the bathroom .,Is Mary in the bathroom ?,yes
4666,John grabbed the football there . Mary moved to the bathroom . Mary went to the kitchen . John moved to the office .,Is Mary in the garden ?,no
4667,John grabbed the football there . Mary moved to the bathroom . Mary went to the kitchen . John moved to the office . John dropped the football . Sandra journeyed to the kitchen .,Is Mary in the kitchen ?,yes
4668,John grabbed the football there . Mary moved to the bathroom . Mary went to the kitchen . John moved to the office . John dropped the football . Sandra journeyed to the kitchen . John travelled to the bathroom . Mary went back to the bathroom .,Is John in the bedroom ?,no
4669,John grabbed the football there . Mary moved to the bathroom . Mary went to the kitchen . John moved to the office . John dropped the football . Sandra journeyed to the kitchen . John travelled to the bathroom . Mary went back to the bathroom . Daniel moved to the bedroom . Sandra moved to the bedroom .,Is Daniel in the office ?,no
4670,Mary journeyed to the bathroom . Sandra picked up the milk there .,Is Mary in the kitchen ?,no
4671,Mary journeyed to the bathroom . Sandra picked up the milk there . Mary moved to the office . Daniel went back to the office .,Is Daniel in the bathroom ?,no
